cemu_hash,w,h,fmt,texconv_fmt,ngrp_file
fa5dfd9e,256,256,0032,BC2_UNORM,tex1_128x128_3DE3702911BDA21C_13_mip0.dds
b55068c4,256,256,0032,BC2_UNORM,tex1_128x128_81B7442B8E9FF01A_13_mip0.dds
15fa620e,64,64,0031,BC1_UNORM,tex1_64x64_89A03A6816BE7518_12_mip0.dds
55850e20,128,128,0032,BC2_UNORM,tex1_128x128_BF6B910A8F98EE19_13_mip0.dds
e67c6725,64,64,0031,BC1_UNORM,tex1_64x64_9D523A506EE933B3_12_mip0.dds
ba577977,64,64,0031,BC1_UNORM,tex1_64x64_07517D77AF4B8D4F_12_mip0.dds
f5d2e6ae,64,128,0032,BC2_UNORM,tex1_32x64_7579056E19AE0B8B_13_mip0.dds
a713e11c,64,128,0032,BC2_UNORM,tex1_32x64_1222E24F1DDA2144_13_mip0.dds
08fc9fb6,64,64,0032,BC2_UNORM,tex1_32x32_EE6766CA695E0A0D_13_mip0.dds
7af3bae5,64,64,0032,BC2_UNORM,tex1_32x32_9D0EEBAF79012A5F_13_mip0.dds
2f74102d,256,256,0032,BC2_UNORM,tex1_128x128_EC9F32D9BA04E4D8_13_mip0.dds
89d28833,128,128,0032,BC2_UNORM,tex1_64x64_7AFAB9E4153716C2_13_mip0.dds
61e7d3df,128,128,0032,BC2_UNORM,tex1_64x64_E21819C091CA8270_13_mip0.dds
5d04170e,64,64,0032,BC2_UNORM,tex1_32x32_228E924DFE758647_13_mip0.dds
a08ed6e1,128,128,0032,BC2_UNORM,tex1_64x64_9E23060C434DB897_13_mip0.dds
8ffbbbfe,512,256,0031,BC1_UNORM,tex1_256x128_4FC731E67A1C052D_12_mip0.dds
4509e25d,32,32,0031,BC1_UNORM,tex1_16x16_E0AD4374866D5A4A_12_mip0.dds
a78e0e45,256,256,0031,BC1_UNORM,tex1_128x128_EF0B897E620D7CC3_12_mip0.dds
4eab4376,256,128,0031,BC1_UNORM,tex1_128x64_F2E3EDC1EC8219E3_12_mip0.dds
32cc1b8d,128,128,0031,BC1_UNORM,tex1_64x64_F91060A180A2D74A_12_mip0.dds
85268875,128,128,0031,BC1_UNORM,tex1_64x64_07942E8BA3405A14_12_mip0.dds
dd96406d,128,64,0031,BC1_UNORM,tex1_64x32_3E9A5ED38F182EBB_12_mip0.dds
b4b73e41,256,256,0031,BC1_UNORM,tex1_128x128_26C18E37EFFDB7F7_13_mip0.dds
aff40edc,256,256,0032,BC2_UNORM,tex1_128x128_BE68EB3365C3E460_13_mip0.dds
3d900e82,128,128,0032,BC2_UNORM,tex1_64x64_32745300744C148D_13_mip0.dds
b2db87b9,128,128,0032,BC2_UNORM,tex1_64x64_6D784D6110B84F3C_13_mip0.dds
e676651a,128,128,0032,BC2_UNORM,tex1_64x64_15A87C903B5D179D_13_mip0.dds
314097bf,128,128,0032,BC2_UNORM,tex1_64x64_EFC93D7CDF7F0F16_13_mip0.dds
e397e6a6,128,128,0032,BC2_UNORM,tex1_64x64_A89A5A5297C30B86_13_mip0.dds
caf643e7,64,64,0032,BC2_UNORM,tex1_32x32_6342C94510C1D9D6_13_mip0.dds
b3720c7c,64,64,0031,BC1_UNORM,tex1_32x32_4CDA9960EA44C8E9_12_mip0.dds
ace403e5,128,128,0031,BC1_UNORM,tex1_64x64_B755C7D13BA29B7B_12_mip0.dds
98cfd4d5,32,32,0032,BC2_UNORM,tex1_16x16_71F1E8798F54829A_13_mip0.dds
773d5e81,64,64,0032,BC2_UNORM,tex1_32x32_FF974CF05646F428_13_mip0.dds
394d6d72,128,64,0032,BC2_UNORM,tex1_64x32_11F22910F8B644E1_13_mip0.dds
6ebd8d9a,128,128,0032,BC2_UNORM,tex1_64x64_2BA8D699525121CA_13_mip0.dds
122cc5f7,32,32,0032,BC2_UNORM,tex1_16x16_ED1D653F987679CB_13_mip0.dds
2d02cb05,128,128,0031,BC1_UNORM,tex1_64x64_E116C2662D7F9CD9_12_mip0.dds
6ca178de,256,128,0032,BC2_UNORM,tex1_128x64_59960B729B62BD8D_13_mip0.dds
b51d04a0,128,128,0032,BC2_UNORM,tex1_64x64_FC9EC498A72D460A_13_mip0.dds
cb1b03be,64,64,0032,BC2_UNORM,tex1_32x32_10AF8F2657AE0D13_13_mip0.dds
fa5dfd9e,256,256,0032,BC2_UNORM,tex1_128x128_3DE3702911BDA21C_13_mip0.dds
b55068c4,256,256,0032,BC2_UNORM,tex1_128x128_81B7442B8E9FF01A_13_mip0.dds
15fa620e,64,64,0031,BC1_UNORM,tex1_64x64_89A03A6816BE7518_12_mip0.dds
f5d2e6ae,64,128,0032,BC2_UNORM,tex1_32x64_7579056E19AE0B8B_13_mip0.dds
a713e11c,64,128,0032,BC2_UNORM,tex1_32x64_1222E24F1DDA2144_13_mip0.dds
08fc9fb6,64,64,0032,BC2_UNORM,tex1_32x32_EE6766CA695E0A0D_13_mip0.dds
7af3bae5,64,64,0032,BC2_UNORM,tex1_32x32_9D0EEBAF79012A5F_13_mip0.dds
2f74102d,256,256,0032,BC2_UNORM,tex1_128x128_EC9F32D9BA04E4D8_13_mip0.dds
89d28833,128,128,0032,BC2_UNORM,tex1_64x64_7AFAB9E4153716C2_13_mip0.dds
61e7d3df,128,128,0032,BC2_UNORM,tex1_64x64_E21819C091CA8270_13_mip0.dds
5d04170e,64,64,0032,BC2_UNORM,tex1_32x32_228E924DFE758647_13_mip0.dds
a08ed6e1,128,128,0032,BC2_UNORM,tex1_64x64_9E23060C434DB897_13_mip0.dds
8ffbbbfe,512,256,0031,BC1_UNORM,tex1_256x128_4FC731E67A1C052D_12_mip0.dds
4509e25d,32,32,0031,BC1_UNORM,tex1_16x16_E0AD4374866D5A4A_12_mip0.dds
a78e0e45,256,256,0031,BC1_UNORM,tex1_128x128_EF0B897E620D7CC3_12_mip0.dds
4eab4376,256,128,0031,BC1_UNORM,tex1_128x64_F2E3EDC1EC8219E3_12_mip0.dds
32cc1b8d,128,128,0031,BC1_UNORM,tex1_64x64_F91060A180A2D74A_12_mip0.dds
85268875,128,128,0031,BC1_UNORM,tex1_64x64_07942E8BA3405A14_12_mip0.dds
dd96406d,128,64,0031,BC1_UNORM,tex1_64x32_3E9A5ED38F182EBB_12_mip0.dds
b4b73e41,256,256,0031,BC1_UNORM,tex1_128x128_26C18E37EFFDB7F7_13_mip0.dds
aff40edc,256,256,0032,BC2_UNORM,tex1_128x128_BE68EB3365C3E460_13_mip0.dds
3d900e82,128,128,0032,BC2_UNORM,tex1_64x64_32745300744C148D_13_mip0.dds
b2db87b9,128,128,0032,BC2_UNORM,tex1_64x64_6D784D6110B84F3C_13_mip0.dds
e676651a,128,128,0032,BC2_UNORM,tex1_64x64_15A87C903B5D179D_13_mip0.dds
314097bf,128,128,0032,BC2_UNORM,tex1_64x64_EFC93D7CDF7F0F16_13_mip0.dds
e397e6a6,128,128,0032,BC2_UNORM,tex1_64x64_A89A5A5297C30B86_13_mip0.dds
caf643e7,64,64,0032,BC2_UNORM,tex1_32x32_6342C94510C1D9D6_13_mip0.dds
b3720c7c,64,64,0031,BC1_UNORM,tex1_32x32_4CDA9960EA44C8E9_12_mip0.dds
ace403e5,128,128,0031,BC1_UNORM,tex1_64x64_B755C7D13BA29B7B_12_mip0.dds
98cfd4d5,32,32,0032,BC2_UNORM,tex1_16x16_71F1E8798F54829A_13_mip0.dds
773d5e81,64,64,0032,BC2_UNORM,tex1_32x32_FF974CF05646F428_13_mip0.dds
394d6d72,128,64,0032,BC2_UNORM,tex1_64x32_11F22910F8B644E1_13_mip0.dds
6ebd8d9a,128,128,0032,BC2_UNORM,tex1_64x64_2BA8D699525121CA_13_mip0.dds
122cc5f7,32,32,0032,BC2_UNORM,tex1_16x16_ED1D653F987679CB_13_mip0.dds
2d02cb05,128,128,0031,BC1_UNORM,tex1_64x64_E116C2662D7F9CD9_12_mip0.dds
6ca178de,256,128,0032,BC2_UNORM,tex1_128x64_59960B729B62BD8D_13_mip0.dds
b51d04a0,128,128,0032,BC2_UNORM,tex1_64x64_FC9EC498A72D460A_13_mip0.dds
cb1b03be,64,64,0032,BC2_UNORM,tex1_32x32_10AF8F2657AE0D13_13_mip0.dds
d7b1082d,256,256,0032,BC2_UNORM,tex1_128x128_61A6C9D807420341_13_mip0.dds
15104486,256,256,0032,BC2_UNORM,tex1_128x128_CE4DA41F64C5D100_13_mip0.dds
8f2d8a2a,64,64,0031,BC1_UNORM,tex1_64x64_39A9B39C128D3611_12_mip0.dds
46a8719d,256,256,0032,BC2_UNORM,tex1_128x128_71EB6B4F0261BA3D_13_mip0.dds
05929e0c,256,256,0032,BC2_UNORM,tex1_128x128_52D4E0AE7D9E430D_13_mip0.dds
aff92b9e,256,256,0032,BC2_UNORM,tex1_128x128_954A096B8531E99F_13_mip0.dds
19559c70,256,256,0032,BC2_UNORM,tex1_128x128_8E8267BD2DECF8E4_13_mip0.dds
3ce7479d,256,256,0032,BC2_UNORM,tex1_128x128_09E27E62C8E83873_13_mip0.dds
a7fb4f0a,64,64,0031,BC1_UNORM,tex1_64x64_17840A0503CAD1B9_12_mip0.dds
e6a14695,256,256,0032,BC2_UNORM,tex1_128x128_4091FB0A2C9F8F9B_13_mip0.dds
d241a58e,256,256,0032,BC2_UNORM,tex1_128x128_1CD27DAEA549AFFE_13_mip0.dds
5a2417a7,256,256,0032,BC2_UNORM,tex1_128x128_6F5098E0E941823D_13_mip0.dds
e3ff1fdb,64,64,0031,BC1_UNORM,tex1_64x64_BD5537D32E0BFAC2_12_mip0.dds
b348209f,256,256,0032,BC2_UNORM,tex1_128x128_1EC68FCEFE2A90E5_13_mip0.dds
9ddeb2c2,256,256,0032,BC2_UNORM,tex1_128x128_D2B9A0D34774E713_13_mip0.dds
371696bb,64,64,0031,BC1_UNORM,tex1_64x64_2AF24A989978BDCB_12_mip0.dds
9ba3eab5,256,256,0032,BC2_UNORM,tex1_128x128_E77E443713FDC6DA_13_mip0.dds
9d4c0f11,256,256,0032,BC2_UNORM,tex1_128x128_CB7726FABD0AA510_13_mip0.dds
90ddb14b,256,256,0032,BC2_UNORM,tex1_64x64_CB9E011D00FA220A_13_mip0.dds
e67c6725,64,64,0031,BC1_UNORM,tex1_64x64_9D523A506EE933B3_12_mip0.dds
20ea07bb,256,256,0032,BC2_UNORM,tex1_128x128_1092E120DC09BE1F_13_mip0.dds
1729cbb8,256,256,0032,BC2_UNORM,tex1_128x128_95E2F713E8587058_13_mip0.dds
e3ff1fdb,64,64,0031,BC1_UNORM,tex1_64x64_BD5537D32E0BFAC2_12_mip0.dds
53fc7d73,256,256,0032,BC2_UNORM,tex1_128x128_2D7E7064FEA2BF11_13_mip0.dds
d7b1082d,256,256,0032,BC2_UNORM,tex1_128x128_61A6C9D807420341_13_mip0.dds
58d88bf8,256,256,0032,BC2_UNORM,tex1_128x128_C0DC828A20B631B2_13_mip0.dds
245c9f9b,256,256,0032,BC2_UNORM,tex1_128x128_B695DDA107191B17_13_mip0.dds
71defa7a,64,64,0031,BC1_UNORM,tex1_64x64_F688AF78AB137FFA_12_mip0.dds
6b0fe3d5,128,128,0032,BC2_UNORM,tex1_128x128_EEA84B1E6D2DA762_13_mip0.dds
a3752cf3,64,64,0031,BC1_UNORM,tex1_32x32_7DAA729B9EE0E59E_12_mip0.dds
ff8bd000,32,32,0032,BC2_UNORM,tex1_16x16_6100F9FD8D0247C0_13_mip0.dds
27a051cd,64,64,0031,BC1_UNORM,tex1_32x32_68FEB9A94B674F50_12_mip0.dds
89d28833,128,128,0032,BC2_UNORM,tex1_64x64_7AFAB9E4153716C2_13_mip0.dds
a08ed6e1,128,128,0032,BC2_UNORM,tex1_64x64_9E23060C434DB897_13_mip0.dds
b2db87b9,128,128,0032,BC2_UNORM,tex1_64x64_6D784D6110B84F3C_13_mip0.dds
42eae5e3,256,256,0032,BC2_UNORM,tex1_128x128_757246960255F32C_13_mip0.dds
fdbb0b10,64,64,0032,BC2_UNORM,tex1_32x32_F07840B901F71A9D_13_mip0.dds
e676651a,128,128,0032,BC2_UNORM,tex1_64x64_15A87C903B5D179D_13_mip0.dds
45c30f04,64,128,0032,BC2_UNORM,tex1_32x64_CD1185D72B3206F5_13_mip0.dds
314097bf,128,128,0032,BC2_UNORM,tex1_64x64_EFC93D7CDF7F0F16_13_mip0.dds
cb1b03be,64,64,0032,BC2_UNORM,tex1_32x32_10AF8F2657AE0D13_13_mip0.dds
5602ff08,256,256,0032,BC2_UNORM,tex1_128x128_B6C1A1A397AFBE73_13_mip0.dds
d1676227,32,32,0032,BC2_UNORM,tex1_16x16_C4436EB9FD041621_13_mip0.dds
425b24dd,64,32,0031,BC1_UNORM,tex1_32x16_EADE4CC7D0A4B706_13_mip0.dds
e25862ac,64,64,0032,BC2_UNORM,tex1_32x32_E5E2BCCDE9D720BD_13_mip0.dds
cdb2448e,64,64,0032,BC2_UNORM,tex1_32x32_A38BB0CCF18B6FCE_13_mip0.dds
c4cb6c88,64,64,0032,BC2_UNORM,tex1_32x32_F64BB6174A01438E_13_mip0.dds
c1731936,64,64,0032,BC2_UNORM,tex1_32x32_BCAAF69405804AF8_13_mip0.dds
f18ae273,64,64,0032,BC2_UNORM,tex1_32x32_C0CD49DBBA826F19_13_mip0.dds
9890051b,64,64,0032,BC2_UNORM,tex1_32x32_81F89B3C9FBFF791_13_mip0.dds
f56f94e7,64,64,0032,BC2_UNORM,tex1_32x32_80B7457F1694552B_13_mip0.dds
f1696b10,128,128,0032,BC2_UNORM,tex1_64x64_400B78801D377200_13_mip0.dds
d265da66,32,32,0032,BC2_UNORM,tex1_16x16_ED4029447DA79A7B_13_mip0.dds
bd976d8f,256,128,0032,BC2_UNORM,tex1_128x64_8442CD6769C359EE_13_mip0.dds
a0c2e49d,128,128,0032,BC2_UNORM,tex1_64x64_6D1CF1405D2BF43A_13_mip0.dds
e16e056c,64,64,0032,BC2_UNORM,tex1_32x32_4D07F0839302E4EB_13_mip0.dds
8fcc2a86,256,128,0032,BC2_UNORM,tex1_128x64_E9331D26C931CF18_13_mip0.dds
da8cd291,64,64,0031,BC1_UNORM,tex1_32x32_4CDA9960EA44C8E9_12_mip0.dds
7fb2fc01,128,128,0032,BC2_UNORM,tex1_64x64_CB6F81D85201286F_13_mip0.dds
9bd9439b,64,64,0032,BC2_UNORM,tex1_32x32_583887EC50700E49_13_mip0.dds
42cac438,128,128,0032,BC2_UNORM,tex1_64x64_7AFAB9E4153716C2_13_mip0.dds
a109e5dd,32,32,0032,BC2_UNORM,tex1_16x16_71F1E8798F54829A_13_mip0.dds
5ad79b4d,64,64,0032,BC2_UNORM,tex1_32x32_6CD8EE7032117A97_13_mip0.dds
0a50962f,64,64,0032,BC2_UNORM,tex1_32x32_EB31C58D13BA89E6_13_mip0.dds
a08ed6e1,128,128,0032,BC2_UNORM,tex1_64x64_9E23060C434DB897_13_mip0.dds
4509e25d,32,32,0031,BC1_UNORM,tex1_16x16_E0AD4374866D5A4A_12_mip0.dds
45c30f04,64,128,0032,BC2_UNORM,tex1_32x64_CD1185D72B3206F5_13_mip0.dds
caf643e7,64,64,0032,BC2_UNORM,tex1_32x32_6342C94510C1D9D6_13_mip0.dds
ace403e5,128,128,0031,BC1_UNORM,tex1_64x64_B755C7D13BA29B7B_12_mip0.dds
ebd942c0,64,128,0031,BC1_UNORM,tex1_32x64_FBCBD6E5D98461FF_12_mip0.dds
4ab6785e,64,64,0032,BC2_UNORM,tex1_32x32_6CD8EE7032117A97_13_mip0.dds
c6ef0e13,128,128,0032,BC2_UNORM,tex1_64x64_C38B075E9B1AABB0_13_mip0.dds
bdb8c64e,64,64,0032,BC2_UNORM,tex1_32x32_1435CF95CE6F276A_13_mip0.dds
c7b5d090,64,64,0032,BC2_UNORM,tex1_32x32_C55A2D2307FAF3C5_13_mip0.dds
773d5e81,64,64,0032,BC2_UNORM,tex1_32x32_FF974CF05646F428_13_mip0.dds
f4cb663d,128,128,0031,BC1_UNORM,tex1_64x64_5FA8EF036582093A_12_mip0.dds
5a155f86,128,128,0031,BC1_UNORM,tex1_128x128_5EA0F25A5B88B3B8_12_mip0.dds
cb10cfba,32,32,0031,BC1_UNORM,tex1_16x16_C820D40A64BFB1C6_13_mip0.dds
fdb718aa,128,128,0031,BC1_UNORM,tex1_64x64_D0E0B33B0FD3D815_12_mip0.dds
f3294f05,256,256,0032,BC2_UNORM,tex1_128x128_18E48D124C34DE4D_13_mip0.dds
607d2b45,64,64,0031,BC1_UNORM,tex1_32x32_11DB3ED22AAD24C5_13_mip0.dds
774a4e1b,128,32,0031,BC1_UNORM,tex1_64x16_0212DA9C4B89D848_12_mip0.dds
d1676227,32,32,0032,BC2_UNORM,tex1_16x16_C4436EB9FD041621_13_mip0.dds
cb46a343,64,64,0031,BC1_UNORM,tex1_32x32_D3A44AD68FC4AE81_13_mip0.dds
247ac1a9,32,32,0031,BC1_UNORM,tex1_16x16_91DADF6B70F73344_13_mip0.dds
2c690ce6,32,32,0031,BC1_UNORM,tex1_16x16_07DC98019AB2C1CC_12_mip0.dds
4dff36f7,32,32,0031,BC1_UNORM,tex1_16x16_ACE4AB6DA4FA59E6_13_mip0.dds
5478d573,32,64,0031,BC1_UNORM,tex1_16x32_CB7A566D82B7DFA7_12_mip0.dds
5092e7f8,64,64,0032,BC2_UNORM,tex1_32x32_A92C5D71411357BE_13_mip0.dds
744617e7,64,64,0032,BC2_UNORM,tex1_32x32_472314286E1B06BD_13_mip0.dds
5dc8b6c2,32,32,0031,BC1_UNORM,tex1_16x16_E6D6EE2640BD6C77_12_mip0.dds
84f2ebfe,32,32,0031,BC1_UNORM,tex1_16x16_575AA078E9888CA4_12_mip0.dds
878e2a64,32,32,0031,BC1_UNORM,tex1_16x16_AB340FF4D937A092_12_mip0.dds
ffffffff,32,16,0032,BC2_UNORM,tex1_16x16_854D723F880165F8_13_mip0.dds
7b7c8488,32,32,0031,BC1_UNORM,tex1_16x16_DAEC2B0FF0B094A1_12_mip0.dds
7204353e,256,256,0032,BC2_UNORM,tex1_128x128_6CEB4089A070A045_13_mip0.dds
d6751d06,256,256,0032,BC2_UNORM,tex1_128x128_5AA683F79D971547_13_mip0.dds
c09c876b,256,128,0032,BC2_UNORM,tex1_128x64_B1A7989E44395DDB_13_mip0.dds
68dc326e,128,128,0032,BC2_UNORM,tex1_64x64_EF8609B8EFD297C1_13_mip0.dds
b576464c,64,32,0031,BC1_UNORM,tex1_32x16_664CE7FB08220629_12_mip0.dds
d6c2c2d4,64,32,0032,BC2_UNORM,tex1_32x16_D2D5E9F55E78B13E_13_mip0.dds
a71c383d,32,32,0031,BC1_UNORM,tex1_16x16_71166D8ADE025D3E_12_mip0.dds
56e9c69d,64,64,0032,BC2_UNORM,tex1_32x32_0F55F28606D01B75_13_mip0.dds
07483608,64,64,0032,BC2_UNORM,tex1_32x32_3D50DE514E6CB4DB_13_mip0.dds
022bff99,64,64,0031,BC1_UNORM,tex1_32x32_80E94650D58DAE89_12_mip0.dds
659dbcda,32,32,0031,BC1_UNORM,tex1_16x16_AB566C1AC83D172E_12_mip0.dds
17387874,64,64,0032,BC2_UNORM,tex1_32x32_4E4999E31025C403_13_mip0.dds
425b24dd,64,32,0031,BC1_UNORM,tex1_32x16_EADE4CC7D0A4B706_13_mip0.dds
80fd7db0,64,64,0032,BC2_UNORM,tex1_32x32_A78558674F0AD6C8_13_mip0.dds
3ff83ff8,32,128,0032,BC2_UNORM,tex1_16x64_8B31725459329C72_13_mip0.dds
29c713f1,32,32,0031,BC1_UNORM,tex1_16x16_64B4FEA612939994_12_mip0.dds
29c713f1,32,32,0031,BC1_UNORM,tex1_16x16_64B4FEA612939994_12_mip0.dds
b7382b01,64,64,0031,BC1_UNORM,tex1_32x32_02070E9CEDF84E55_12_mip0.dds
fe082b4e,64,64,0031,BC1_UNORM,tex1_32x32_2283081D293DB888_12_mip0.dds
47ff5db0,64,64,0032,BC2_UNORM,tex1_32x32_5744DFF88C07E15C_13_mip0.dds
6f48d4bb,128,32,0032,BC2_UNORM,tex1_64x16_7177F5F8330D0A87_13_mip0.dds
774a4e1b,128,32,0031,BC1_UNORM,tex1_64x16_5AF1ECF9DF49BE42_13_mip0.dds
a4edd9c6,128,32,0032,BC2_UNORM,tex1_64x16_7BAEE22090DB1059_13_mip0.dds
cdd681ff,64,64,0032,BC2_UNORM,tex1_32x32_1A2D02921C92064B_13_mip0.dds
f5d2e6ae,64,128,0032,BC2_UNORM,tex1_32x64_7579056E19AE0B8B_13_mip0.dds
a713e11c,64,128,0032,BC2_UNORM,tex1_32x64_1222E24F1DDA2144_13_mip0.dds
59f11755,64,64,0031,BC1_UNORM,tex1_32x32_2AA594A19A3990C9_12_mip0.dds
6fed2e33,64,32,0031,BC1_UNORM,tex1_32x16_D2D5E9F55E78B13E_13_mip0.dds
7fb2fc01,128,128,0032,BC2_UNORM,tex1_64x64_CB6F81D85201286F_13_mip0.dds
a109e5dd,32,32,0032,BC2_UNORM,tex1_16x16_71F1E8798F54829A_13_mip0.dds
fff8b10c,64,64,0032,BC2_UNORM,tex1_32x32_884169698429B192_13_mip0.dds
c4cb6c88,64,64,0032,BC2_UNORM,tex1_32x32_F6B6B93ACDE5E8D0_13_mip0.dds
08fc9fb6,64,64,0032,BC2_UNORM,tex1_32x32_EE6766CA695E0A0D_13_mip0.dds
7af3bae5,64,64,0032,BC2_UNORM,tex1_32x32_9D0EEBAF79012A5F_13_mip0.dds
2f74102d,256,256,0032,BC2_UNORM,tex1_128x128_EC9F32D9BA04E4D8_13_mip0.dds
89d28833,128,128,0032,BC2_UNORM,tex1_64x64_7AFAB9E4153716C2_13_mip0.dds
61e7d3df,128,128,0032,BC2_UNORM,tex1_64x64_E21819C091CA8270_13_mip0.dds
186827dd,128,128,0032,BC2_UNORM,tex1_64x64_B1CFCDDF268830FA_13_mip0.dds
5d04170e,64,64,0032,BC2_UNORM,tex1_32x32_228E924DFE758647_13_mip0.dds
7d9149f7,128,128,0032,BC2_UNORM,tex1_64x64_EC2EA428404AC64E_13_mip0.dds
e1223808,128,128,0032,BC2_UNORM,tex1_64x64_B94CFD33B2795CFA_13_mip0.dds
4050aeb0,64,64,0032,BC2_UNORM,tex1_32x32_FBE8C400C8091DD1_13_mip0.dds
700d6435,128,128,0032,BC2_UNORM,tex1_64x64_52361BEE0417CA03_13_mip0.dds
e8aca7f1,64,64,0032,BC2_UNORM,tex1_32x32_6DAD2E683BD4CAB8_13_mip0.dds
a08ed6e1,128,128,0032,BC2_UNORM,tex1_64x64_9E23060C434DB897_13_mip0.dds
3dda6f91,128,128,0032,BC2_UNORM,tex1_64x64_B5A946FAD353C7B4_13_mip0.dds
ac45bbc4,64,64,0032,BC2_UNORM,tex1_32x32_B3B3702A151831D1_13_mip0.dds
8ffbbbfe,512,256,0031,BC1_UNORM,tex1_256x128_4FC731E67A1C052D_12_mip0.dds
4509e25d,32,32,0031,BC1_UNORM,tex1_16x16_E0AD4374866D5A4A_12_mip0.dds
a78e0e45,256,256,0031,BC1_UNORM,tex1_128x128_EF0B897E620D7CC3_12_mip0.dds
4eab4376,256,128,0031,BC1_UNORM,tex1_128x64_F2E3EDC1EC8219E3_12_mip0.dds
32cc1b8d,128,128,0031,BC1_UNORM,tex1_64x64_F91060A180A2D74A_12_mip0.dds
85268875,128,128,0031,BC1_UNORM,tex1_64x64_07942E8BA3405A14_12_mip0.dds
dd96406d,128,64,0031,BC1_UNORM,tex1_64x32_3E9A5ED38F182EBB_12_mip0.dds
b4b73e41,256,256,0031,BC1_UNORM,tex1_128x128_26C18E37EFFDB7F7_13_mip0.dds
33ea4551,128,128,0032,BC2_UNORM,tex1_64x64_16015C47584B9C90_13_mip0.dds
a9e0423c,256,128,0032,BC2_UNORM,tex1_128x64_BC93D99C50AD6C0C_13_mip0.dds
3d900e82,128,128,0032,BC2_UNORM,tex1_64x64_32745300744C148D_13_mip0.dds
93a062d5,64,64,0032,BC2_UNORM,tex1_32x32_6446EE17E8ECFB4C_13_mip0.dds
5f0e129a,32,32,0032,BC2_UNORM,tex1_16x16_ED4029447DA79A7B_13_mip0.dds
b2db87b9,128,128,0032,BC2_UNORM,tex1_64x64_6D784D6110B84F3C_13_mip0.dds
42eae5e3,256,256,0032,BC2_UNORM,tex1_128x128_757246960255F32C_13_mip0.dds
fdbb0b10,64,64,0032,BC2_UNORM,tex1_32x32_F07840B901F71A9D_13_mip0.dds
cd05ecba,128,32,0032,BC2_UNORM,tex1_64x16_7A0E46BA62ED4A3A_13_mip0.dds
60c74db0,128,32,0032,BC2_UNORM,tex1_64x16_CC23C52DA66E3D82_13_mip0.dds
e676651a,128,128,0032,BC2_UNORM,tex1_64x64_15A87C903B5D179D_13_mip0.dds
45c30f04,64,128,0032,BC2_UNORM,tex1_32x64_CD1185D72B3206F5_13_mip0.dds
314097bf,128,128,0032,BC2_UNORM,tex1_64x64_EFC93D7CDF7F0F16_13_mip0.dds
7eb69ed4,64,64,0031,BC1_UNORM,tex1_32x32_6486F9A11C2DF0EF_12_mip0.dds
6888e14f,256,128,0032,BC2_UNORM,tex1_128x64_E9331D26C931CF18_13_mip0.dds
e397e6a6,128,128,0032,BC2_UNORM,tex1_64x64_A89A5A5297C30B86_13_mip0.dds
caf643e7,64,64,0032,BC2_UNORM,tex1_32x32_6342C94510C1D9D6_13_mip0.dds
b3720c7c,64,64,0031,BC1_UNORM,tex1_32x32_4CDA9960EA44C8E9_12_mip0.dds
ace403e5,128,128,0031,BC1_UNORM,tex1_64x64_B755C7D13BA29B7B_12_mip0.dds
baa783c1,64,64,0031,BC1_UNORM,tex1_32x32_52350482E59621C3_12_mip0.dds
e07e613e,32,256,0032,BC2_UNORM,tex1_16x128_1796D8DE059F85C8_13_mip0.dds
b492080a,32,32,0031,BC1_UNORM,tex1_16x16_E964009B9B01892A_12_mip0.dds
9a0f52cb,32,32,0031,BC1_UNORM,tex1_16x16_6F4F8EB6455D8547_12_mip0.dds
ebd942c0,64,128,0031,BC1_UNORM,tex1_32x64_FBCBD6E5D98461FF_12_mip0.dds
98cfd4d5,32,32,0032,BC2_UNORM,tex1_16x16_71F1E8798F54829A_13_mip0.dds
4ab6785e,64,64,0032,BC2_UNORM,tex1_32x32_6CD8EE7032117A97_13_mip0.dds
c6ef0e13,128,128,0032,BC2_UNORM,tex1_64x64_C38B075E9B1AABB0_13_mip0.dds
bdb8c64e,64,64,0032,BC2_UNORM,tex1_32x32_1435CF95CE6F276A_13_mip0.dds
553a5009,128,128,0031,BC1_UNORM,tex1_64x64_C6067EC5D7DF79B7_12_mip0.dds
c7b5d090,64,64,0032,BC2_UNORM,tex1_32x32_C55A2D2307FAF3C5_13_mip0.dds
773d5e81,64,64,0032,BC2_UNORM,tex1_32x32_FF974CF05646F428_13_mip0.dds
5b6c3652,64,64,0031,BC1_UNORM,tex1_32x32_207FE0F408C68678_12_mip0.dds
f4cb663d,128,128,0031,BC1_UNORM,tex1_64x64_5FA8EF036582093A_12_mip0.dds
53cab2cc,128,128,0031,BC1_UNORM,tex1_64x64_7FA94DFC92CB8559_12_mip0.dds
c7f3d80a,64,64,0031,BC1_UNORM,tex1_32x32_A65440988E11CBC3_12_mip0.dds
04e44826,64,64,0032,BC2_UNORM,tex1_32x32_C001E5F61412A02B_13_mip0.dds
394d6d72,128,64,0032,BC2_UNORM,tex1_64x32_11F22910F8B644E1_13_mip0.dds
5be8a17e,128,128,0032,BC2_UNORM,tex1_64x64_4BA7B4448877D789_13_mip0.dds
dd9ac2b4,128,64,0032,BC2_UNORM,tex1_64x32_3F5437E5B89C9C9D_13_mip0.dds
cb1b03be,64,64,0032,BC2_UNORM,tex1_32x32_10AF8F2657AE0D13_13_mip0.dds
